Fecha,Precipitacion,Latitud,Longitud,DPTO,LOC
2015-12-01,74.68002319335938,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2016-01-01,164.79150390625,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2016-02-01,166.09860229492188,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2016-03-01,44.79798126220703,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2016-04-01,78.76339721679688,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2016-05-01,25.162065505981445,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2016-06-01,43.29367446899414,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2016-07-01,33.757850646972656,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2016-08-01,4.664595603942871,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2016-09-01,40.49067687988281,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2016-10-01,240.52293395996094,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2016-11-01,53.590091705322266,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2016-12-01,51.82268524169922,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2017-01-01,89.7615737915039,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2017-02-01,127.94319915771484,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2017-03-01,174.7395477294922,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2017-04-01,122.02171325683594,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2017-05-01,27.087589263916016,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2017-06-01,44.71133804321289,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2017-07-01,32.808692932128906,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2017-08-01,13.83375358581543,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2017-09-01,61.87792205810547,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2017-10-01,65.62189483642578,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2017-11-01,55.64161682128906,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2017-12-01,33.40175247192383,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2018-01-01,58.383365631103516,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2018-02-01,40.27291488647461,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2018-03-01,35.281959533691406,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2018-04-01,41.02001190185547,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2018-05-01,28.158184051513672,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2018-06-01,24.096534729003906,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2018-07-01,40.036598205566406,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2018-08-01,10.672900199890137,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2018-09-01,49.49229431152344,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2018-10-01,59.749542236328125,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2018-11-01,47.40837097167969,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2018-12-01,86.62291717529297,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2019-01-01,126.9555892944336,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2019-02-01,27.9129581451416,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2019-03-01,71.27751159667969,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2019-04-01,29.075298309326172,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2019-05-01,29.283647537231445,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2019-06-01,44.0276985168457,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2019-07-01,10.285078048706055,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2019-08-01,4.585121154785156,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2019-09-01,9.932751655578613,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2019-10-01,24.653146743774414,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2019-11-01,44.76738357543945,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2019-12-01,54.4991455078125,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2020-01-01,99.05590057373047,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2020-02-01,58.02180480957031,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2020-03-01,163.22752380371094,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2020-04-01,73.8233871459961,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2020-05-01,8.088555335998535,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2020-06-01,22.018444061279297,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2020-07-01,22.032930374145508,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2020-08-01,6.3537726402282715,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2020-09-01,23.724924087524414,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2020-10-01,54.79985046386719,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2020-11-01,46.559967041015625,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2020-12-01,41.05943298339844,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2021-01-01,105.86106872558594,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2021-02-01,20.765830993652344,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2021-03-01,58.95247268676758,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2021-04-01,119.32726287841797,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2021-05-01,25.114234924316406,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2021-06-01,17.855789184570312,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2021-07-01,11.16307544708252,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2021-08-01,9.41265869140625,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2021-09-01,60.0055046081543,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2021-10-01,74.51826477050781,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2021-11-01,68.84815216064453,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2021-12-01,75.64250183105469,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2022-01-01,87.81510925292969,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2022-02-01,83.29706573486328,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2022-03-01,81.7368392944336,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2022-04-01,49.386474609375,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2022-05-01,7.409183025360107,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2022-06-01,12.630106925964355,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2022-07-01,30.93096923828125,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2022-08-01,7.492388725280762,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2022-09-01,27.179262161254883,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2022-10-01,75.61882019042969,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2022-11-01,68.35799407958984,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2022-12-01,21.42021942138672,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2023-01-01,110.85997009277344,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2023-02-01,18.327533721923828,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2023-03-01,84.9498519897461,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
2023-04-01,27.717266082763672,-36.05469783,-63.56186951,QUEMU QUEMU,Quemu Quemu
