Fecha,modis_date,NDVI,NDVI_crudo,tile,producto,banda,lat,long,DPTO,LOC
2020-10-31,A2020305,0.34490000000000004,3449,h13v12,MOD13Q1,250m_16_days_NDVI,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz
2020-11-16,A2020321,0.3715,3715,h13v12,MOD13Q1,250m_16_days_NDVI,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz
2020-12-02,A2020337,0.32220000000000004,3222,h13v12,MOD13Q1,250m_16_days_NDVI,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz
2020-12-18,A2020353,0.3504,3504,h13v12,MOD13Q1,250m_16_days_NDVI,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz
2021-01-01,A2021001,0.36200000000000004,3620,h13v12,MOD13Q1,250m_16_days_NDVI,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz
2021-01-17,A2021017,0.3388,3388,h13v12,MOD13Q1,250m_16_days_NDVI,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz
2021-02-02,A2021033,0.37010000000000004,3701,h13v12,MOD13Q1,250m_16_days_NDVI,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz
2021-02-18,A2021049,0.3483,3483,h13v12,MOD13Q1,250m_16_days_NDVI,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz
2021-03-06,A2021065,0.3458,3458,h13v12,MOD13Q1,250m_16_days_NDVI,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz
2021-03-22,A2021081,0.3497,3497,h13v12,MOD13Q1,250m_16_days_NDVI,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz
2021-04-07,A2021097,0.40590000000000004,4059,h13v12,MOD13Q1,250m_16_days_NDVI,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz
2021-04-23,A2021113,0.44670000000000004,4467,h13v12,MOD13Q1,250m_16_days_NDVI,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz
2021-05-09,A2021129,0.4233,4233,h13v12,MOD13Q1,250m_16_days_NDVI,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz
2021-05-25,A2021145,0.4097,4097,h13v12,MOD13Q1,250m_16_days_NDVI,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz
2021-06-10,A2021161,0.3947,3947,h13v12,MOD13Q1,250m_16_days_NDVI,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz
2021-06-26,A2021177,0.3458,3458,h13v12,MOD13Q1,250m_16_days_NDVI,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz
2021-07-12,A2021193,0.26280000000000003,2628,h13v12,MOD13Q1,250m_16_days_NDVI,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz
2021-07-28,A2021209,0.263,2630,h13v12,MOD13Q1,250m_16_days_NDVI,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz
2021-08-13,A2021225,0.2298,2298,h13v12,MOD13Q1,250m_16_days_NDVI,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz
2021-08-29,A2021241,0.28600000000000003,2860,h13v12,MOD13Q1,250m_16_days_NDVI,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz
2021-09-14,A2021257,0.34650000000000003,3465,h13v12,MOD13Q1,250m_16_days_NDVI,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz
2021-09-30,A2021273,0.3629,3629,h13v12,MOD13Q1,250m_16_days_NDVI,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz
2021-10-16,A2021289,0.325,3250,h13v12,MOD13Q1,250m_16_days_NDVI,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz
